,TransactionID,id_01,id_02,id_05,id_06,id_11,id_12,id_13,id_15,id_16,id_17,id_19,id_20,id_28,id_29,id_31,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo,isFraud
17277,3060154,-5.0,88953.0,0.0,-9.0,100.0,1,32,0,0,55,220,30,0,0,46,1,0,1,0,1,1174,0
56611,3261903,-45.0,239295.0,6.0,-13.0,100.0,1,18,0,0,55,193,146,0,0,96,1,0,1,0,1,1541,0
32784,3098710,-5.0,198262.0,0.0,0.0,100.0,0,32,0,0,55,261,265,0,0,92,1,0,0,1,1,1541,0
73692,3400508,-5.0,125717.0,0.0,0.0,100.0,1,34,1,1,94,145,305,1,1,80,0,0,1,0,0,1431,0
60571,3291407,-45.0,334832.0,-2.0,-43.0,100.0,1,18,1,1,94,249,287,1,1,25,0,0,1,0,1,659,0
80164,3454882,-25.0,110034.0,11.0,-34.0,100.0,1,44,1,1,55,193,272,1,1,96,1,0,0,0,1,1541,0
92945,3546105,-10.0,3880.0,0.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,0,0,1431,0
87928,3518590,-10.0,160525.0,-12.0,-28.0,100.0,1,44,1,1,94,145,305,1,1,55,0,0,1,0,1,351,0
37380,3112029,-5.0,154408.0,0.0,0.0,100.0,1,32,1,1,55,188,309,1,1,93,1,0,0,0,1,1541,0
53280,3240747,-5.0,363440.0,-8.0,-32.0,100.0,1,32,1,1,94,279,259,1,1,60,0,0,1,0,1,698,0
13162,3046770,-5.0,53079.0,0.0,0.0,100.0,1,34,1,1,55,273,247,1,1,45,1,0,1,0,0,1431,0
94467,3553339,-5.0,71866.0,0.0,-6.0,100.0,0,34,0,0,55,84,247,0,0,54,1,0,1,0,0,1431,0
24535,3079201,-5.0,76598.0,0.0,0.0,100.0,1,34,0,0,94,136,259,0,0,45,0,0,1,1,0,1431,0
34288,3101309,-5.0,73806.0,1.0,0.0,100.0,1,34,0,0,55,461,254,0,0,68,1,0,1,1,0,1431,0
62175,3305787,-5.0,653935.0,0.0,0.0,100.0,1,34,1,1,94,145,197,1,1,89,0,1,1,0,0,1397,0
17125,3059721,-5.0,181182.0,6.0,-1.0,100.0,1,34,1,1,55,392,112,1,1,60,1,0,1,0,0,1431,0
21040,3070218,-45.0,32251.0,0.0,-8.0,100.0,1,32,1,1,55,471,265,1,1,93,1,0,0,1,1,1541,0
3355,3008972,-5.0,92471.0,0.0,0.0,100.0,1,32,1,1,55,0,271,1,1,111,1,0,0,0,0,661,0
12856,3045714,-45.0,78529.0,13.0,-9.0,100.0,1,32,1,1,55,197,265,1,1,41,1,0,1,0,1,1177,0
18309,3063170,-5.0,386016.0,0.0,-6.0,100.0,1,32,1,1,55,220,272,1,1,92,1,0,0,0,1,1541,0
56472,3261019,-40.0,39373.0,4.0,-26.0,100.0,1,1,1,1,55,193,146,1,1,49,1,0,1,1,1,1185,0
74155,3404119,-5.0,2544.0,0.0,0.0,100.0,1,34,0,0,55,0,271,0,0,69,1,0,1,1,0,1431,0
53366,3241209,-5.0,75944.0,0.0,0.0,100.0,1,32,1,1,55,461,75,1,1,111,1,0,1,0,0,661,0
96132,3565630,-10.0,349748.0,1.0,-6.0,100.0,0,13,0,0,55,220,73,0,0,93,1,0,0,0,1,1541,0
75191,3413662,-5.0,105028.0,0.0,-6.0,100.0,1,34,0,0,55,0,280,0,0,51,0,0,1,0,0,1431,0
33582,3100091,-5.0,42028.0,1.0,0.0,100.0,1,34,0,0,55,84,254,0,0,45,1,0,1,0,0,1431,0
36088,3106427,-5.0,115152.0,0.0,0.0,100.0,1,32,1,1,55,392,73,1,1,93,1,0,0,1,1,1541,0
22882,3074967,-5.0,51512.0,8.0,-5.0,100.0,0,34,0,0,55,35,309,0,0,89,1,0,1,1,0,1397,0
41420,3138882,0.0,252200.0,10.0,-27.0,100.0,1,26,0,0,94,145,259,0,0,46,0,0,1,1,1,1012,0
11479,3041213,-5.0,104723.0,0.0,0.0,100.0,1,32,1,1,55,386,68,1,1,93,1,0,0,0,1,1541,0
16409,3057804,-5.0,173261.0,1.0,0.0,100.0,0,34,1,1,55,273,168,1,1,45,1,0,1,0,0,1431,0
50439,3216202,-40.0,17866.0,4.0,-5.0,100.0,1,5,0,0,55,84,185,0,0,45,1,0,1,1,0,661,0
79235,3447358,-45.0,192690.0,8.0,-11.0,100.0,1,44,0,0,94,411,134,0,0,52,0,0,1,0,1,137,0
48474,3200497,-5.0,75510.0,3.0,0.0,100.0,1,34,0,0,55,273,254,0,0,89,1,0,1,1,0,1397,0
40777,3133426,-5.0,167109.0,0.0,0.0,100.0,1,34,1,1,55,344,44,1,1,45,1,0,1,1,0,1431,0
55689,3257066,-5.0,199269.0,0.0,-1.0,100.0,1,34,1,1,94,145,197,1,1,45,0,0,1,0,0,1431,0
17559,3060946,-5.0,115552.0,0.0,-1.0,100.0,1,34,1,1,55,0,168,1,1,78,1,0,1,1,0,1431,0
61914,3303434,-5.0,194295.0,0.0,0.0,100.0,1,34,1,1,0,109,133,1,1,48,0,0,1,0,0,1431,0
37506,3112592,-5.0,83822.0,0.0,0.0,100.0,1,34,0,0,55,263,73,0,0,42,1,0,1,0,0,1431,0
54888,3251426,-5.0,362793.0,0.0,0.0,100.0,1,34,1,1,94,145,141,1,1,48,0,0,1,0,0,1431,0
40686,3132549,-5.0,125491.0,0.0,0.0,100.0,1,12,1,1,94,485,126,1,1,118,0,0,1,1,1,842,0
17947,3062176,-5.0,75917.0,0.0,0.0,93.5500030517578,1,34,1,1,55,461,188,0,0,45,1,0,1,1,0,1431,0
7560,3027382,0.0,243416.0,20.0,-34.0,100.0,1,7,0,0,55,197,68,0,0,43,0,0,1,1,1,601,0
36680,3108754,-5.0,186082.0,0.0,0.0,100.0,1,34,0,0,0,356,214,0,0,45,0,0,1,1,0,1431,0
79867,3452456,-45.0,259350.0,0.0,0.0,100.0,1,44,1,1,94,48,199,1,1,52,0,0,1,0,1,189,0
57871,3270280,-5.0,179146.0,0.0,-4.0,100.0,1,18,1,1,55,386,146,1,1,96,1,0,0,0,1,1541,0
16430,3057893,-5.0,564801.0,0.0,0.0,100.0,1,34,1,1,55,471,185,1,1,68,1,0,1,1,0,1431,0
53897,3244483,-25.0,161035.0,15.0,-11.0,100.0,1,32,1,1,55,193,307,1,1,49,1,0,1,0,1,1284,0
19105,3065176,-10.0,916256.0,0.0,-5.0,100.0,0,32,0,0,55,220,146,0,0,92,1,0,0,0,1,1541,0
31059,3094932,-5.0,309731.0,2.0,0.0,100.0,1,34,0,0,55,386,247,0,0,45,1,0,1,0,0,1431,0
52848,3237280,-5.0,129267.0,0.0,0.0,100.0,1,32,1,1,94,288,289,1,1,24,0,0,1,0,1,319,0
50812,3219521,-5.0,53429.0,0.0,0.0,100.0,1,32,1,1,55,461,316,1,1,96,1,0,0,1,1,1541,0
51257,3223563,-5.0,91512.0,0.0,0.0,100.0,1,34,0,0,94,68,259,0,0,45,0,0,1,0,0,1431,0
34730,3102200,-5.0,139545.0,0.0,0.0,100.0,1,32,1,1,55,101,235,1,1,111,1,0,0,0,0,661,0
11073,3039908,-5.0,21358.0,0.0,0.0,100.0,1,34,1,1,55,386,9,1,1,68,1,0,1,1,0,1431,0
4945,3016137,-5.0,66831.0,4.0,0.0,97.12000274658205,1,34,1,1,55,462,30,0,0,42,1,0,1,0,0,1431,0
71449,3384170,-5.0,392663.0,4.0,0.0,100.0,1,34,0,0,94,68,305,0,0,51,0,0,1,0,0,1431,0
23944,3077551,-5.0,145849.0,0.0,0.0,100.0,1,32,1,1,55,255,280,1,1,95,1,0,0,1,1,1541,0
59215,3281081,-5.0,384823.0,0.0,0.0,100.0,1,34,0,0,55,489,0,0,0,69,1,0,1,1,0,1431,0
54153,3246315,-5.0,70899.0,0.0,0.0,100.0,1,32,0,0,55,375,37,0,0,45,1,0,1,0,0,661,0
76751,3427594,-45.0,323888.0,0.0,0.0,100.0,1,44,1,1,94,136,259,1,1,52,0,0,1,0,1,73,0
62504,3308853,-5.0,201055.0,0.0,0.0,100.0,1,34,1,1,94,417,287,1,1,48,0,0,1,0,0,1431,0
32752,3098644,-5.0,117408.0,2.0,0.0,100.0,0,32,1,1,55,220,73,1,1,93,1,0,0,1,1,1541,0
28193,3088180,-5.0,440678.0,0.0,0.0,100.0,1,32,1,1,55,386,247,1,1,96,1,0,1,0,1,1541,0
44109,3162784,-10.0,101742.0,0.0,0.0,100.0,1,34,0,0,94,145,126,0,0,45,0,0,1,0,0,1431,0
69248,3368925,-5.0,126310.0,0.0,-1.0,100.0,1,18,1,1,55,84,185,1,1,111,1,0,0,1,0,661,0
1398,2997535,0.0,133524.0,0.0,0.0,100.0,1,7,1,1,94,136,259,1,1,89,0,1,1,1,0,1397,0
64545,3331519,-60.0,230396.0,0.0,0.0,100.0,1,18,0,0,94,167,192,0,0,49,0,0,1,0,1,73,0
79371,3448297,-20.0,298449.0,0.0,0.0,100.0,1,44,0,0,94,48,291,0,0,52,0,0,1,0,1,1044,0
88528,3521944,-5.0,322274.0,0.0,0.0,100.0,1,44,1,1,94,145,126,1,1,46,0,0,1,0,1,691,0
21462,3071190,-15.0,51186.0,32.0,-7.0,100.0,1,34,0,0,55,473,75,0,0,45,1,0,1,1,0,1431,0
39943,3126530,-5.0,140186.0,0.0,0.0,100.0,1,32,1,1,55,375,73,1,1,78,1,0,1,0,0,1581,0
89335,3525389,-5.0,95153.0,0.0,0.0,100.0,1,44,1,1,55,392,110,1,1,107,1,1,0,1,0,661,0
94194,3551617,-5.0,55451.0,0.0,0.0,100.0,1,34,1,1,55,375,73,1,1,54,1,0,1,1,0,1431,0
60702,3292408,-95.0,251145.0,0.0,-26.0,100.0,1,18,1,1,94,411,259,1,1,35,0,0,1,0,1,1088,0
39692,3124643,-5.0,119545.0,2.0,0.0,100.0,0,32,1,1,55,255,247,1,1,95,1,0,0,1,1,1541,0
85250,3498589,-5.0,15899.0,0.0,0.0,100.0,1,34,1,1,55,375,94,1,1,51,1,0,1,1,0,1431,0
49760,3211044,-5.0,203887.0,3.0,-8.0,100.0,1,32,1,1,94,145,289,1,1,31,0,0,1,0,1,463,0
32493,3098102,-5.0,50749.0,0.0,0.0,97.5,1,34,1,1,55,101,109,0,0,45,1,0,1,1,0,1431,0
32948,3099010,-5.0,93967.0,0.0,0.0,94.29000091552734,1,32,1,1,55,280,30,0,0,111,1,0,1,0,0,661,0
76269,3423417,-10.0,42791.0,8.0,0.0,100.0,1,43,0,0,55,273,68,0,0,89,1,0,0,1,0,1397,0
87605,3516541,-10.0,619217.0,0.0,-1.0,100.0,1,34,1,1,94,48,305,1,1,54,0,0,1,0,0,1431,0
50353,3215614,-5.0,94082.0,0.0,0.0,100.0,0,34,0,0,55,386,235,0,0,45,1,0,1,0,0,1431,0
53246,3240529,-10.0,111835.0,0.0,0.0,100.0,1,32,1,1,94,145,126,1,1,49,0,0,1,0,1,371,0
95603,3561478,-5.0,218016.0,3.0,-6.0,100.0,1,13,0,0,55,220,309,0,0,86,1,0,1,0,1,1541,0
7701,3027837,-5.0,427229.0,6.0,-1.0,100.0,1,34,0,0,55,344,62,0,0,89,1,0,1,1,0,1397,0
14157,3050373,-5.0,158854.0,1.0,-1.0,100.0,1,32,0,0,55,188,309,0,0,93,1,0,1,0,1,1541,0
26241,3083095,-5.0,190620.0,0.0,0.0,100.0,1,32,1,1,55,102,68,1,1,111,1,0,0,1,0,661,0
97057,3573285,-5.0,155858.0,0.0,-4.0,100.0,1,34,1,1,94,338,141,1,1,54,0,0,1,0,0,1431,0
62414,3307778,-50.0,423868.0,0.0,0.0,100.0,1,18,0,0,94,167,192,0,0,49,0,0,1,0,1,371,0
12991,3046233,-100.0,366012.0,14.0,-90.0,100.0,1,1,1,1,35,273,97,1,1,89,0,1,1,1,0,1556,0
10398,3037370,-5.0,161656.0,0.0,0.0,100.0,1,34,1,1,55,283,309,1,1,69,1,0,1,1,0,1431,0
67979,3359588,-5.0,206703.0,0.0,0.0,100.0,1,18,0,0,94,68,259,0,0,61,0,0,1,0,1,720,0
90899,3532467,-5.0,34878.0,0.0,0.0,100.0,1,34,0,0,55,273,37,0,0,51,1,0,1,0,0,1431,0
42414,3146565,-5.0,5017.0,18.0,-15.0,100.0,1,32,1,1,55,371,94,1,1,93,1,0,0,1,1,1541,0
82358,3473239,-10.0,130133.0,9.0,-9.0,100.0,1,43,1,1,55,273,309,1,1,89,1,0,0,1,0,1397,0
54435,3248200,-5.0,139687.0,0.0,-3.0,100.0,1,34,1,1,94,288,141,1,1,45,0,0,1,0,0,1431,0
7145,3025602,-5.0,91983.0,0.0,-9.0,100.0,1,34,1,1,55,375,37,1,1,42,1,0,1,1,0,1431,0
92856,3545633,-5.0,134000.0,0.0,-1.0,100.0,1,34,1,1,94,150,259,1,1,54,0,0,1,0,0,1431,0
63940,3326564,-5.0,73254.0,3.0,0.0,100.0,0,18,0,0,55,220,146,0,0,96,1,0,0,1,1,1541,0
33194,3099443,-5.0,82326.0,0.0,0.0,100.0,0,32,0,0,55,375,309,0,0,93,1,0,0,1,1,1541,0
95131,3558436,-5.0,1669.0,4.0,-6.0,100.0,0,34,0,0,55,87,168,0,0,54,1,0,1,1,0,1431,0
1649,2999220,-5.0,30941.0,0.0,0.0,100.0,0,34,0,0,55,386,146,0,0,42,1,0,1,1,0,1431,0
22126,3072834,-5.0,212291.0,0.0,0.0,100.0,1,34,1,1,94,145,259,1,1,45,0,0,1,1,0,1431,0
22542,3074117,-5.0,289384.0,1.0,0.0,100.0,0,34,0,0,55,392,100,0,0,69,1,0,1,1,0,1431,0
89103,3524557,-5.0,177526.0,8.0,-100.0,100.0,1,44,1,1,55,197,68,1,1,29,1,0,1,0,1,1521,0
95847,3563490,-5.0,29830.0,0.0,0.0,100.0,1,34,0,0,55,157,146,0,0,54,1,0,1,0,0,1431,0
72281,3390622,-5.0,82373.0,8.0,-8.0,93.0199966430664,1,34,1,1,55,273,309,0,0,51,1,0,1,1,0,1431,0
4642,3014853,-5.0,47585.0,0.0,0.0,100.0,1,32,1,1,55,35,307,1,1,93,1,0,0,1,1,1541,0
7278,3026272,-5.0,12680.0,0.0,0.0,100.0,1,34,0,0,55,386,68,0,0,78,1,0,1,1,0,1431,0
426,2990567,-5.0,23772.0,0.0,0.0,100.0,1,32,1,1,55,273,193,1,1,93,1,0,0,1,1,1541,0
12422,3044362,-10.0,216628.0,22.0,-30.0,100.0,1,32,1,1,55,273,109,1,1,96,1,0,1,0,1,1541,0
86397,3508108,-5.0,40780.0,-5.0,-24.0,100.0,1,44,1,1,55,282,280,1,1,93,1,0,0,1,1,1541,0
66633,3350012,-5.0,128090.0,0.0,-10.0,100.0,1,34,1,1,94,145,276,1,1,48,0,0,1,0,0,1431,0
80253,3455700,-100.0,34509.0,5.0,-37.0,100.0,0,1,0,0,55,207,280,0,0,89,1,1,1,1,0,1397,0
79192,3447102,-5.0,90600.0,8.0,-5.0,100.0,1,44,1,1,55,273,235,1,1,96,1,0,0,0,1,1541,0
6000,3020902,-40.0,127598.0,0.0,-11.0,100.0,1,5,0,0,55,84,185,0,0,96,1,0,1,1,1,1541,0
35402,3103843,-5.0,23879.0,0.0,0.0,100.0,1,34,0,0,55,375,280,0,0,45,1,0,1,1,0,1431,0
7863,3028401,-5.0,77395.0,0.0,0.0,100.0,1,32,1,1,55,273,73,1,1,111,1,0,0,1,0,661,0
4036,3012220,-5.0,54679.0,0.0,0.0,100.0,1,32,1,1,55,101,5,1,1,93,1,0,0,1,1,1541,0
31140,3095123,-5.0,123417.0,0.0,0.0,100.0,1,34,1,1,55,273,185,1,1,38,1,0,1,0,0,1431,0
61261,3297922,0.0,3560.0,0.0,0.0,100.0,1,25,1,1,55,210,188,1,1,48,1,0,1,1,0,661,0
17339,3060329,-5.0,65177.0,0.0,0.0,100.0,1,34,0,0,55,273,73,0,0,45,1,0,1,0,0,1431,0
818,2993574,-5.0,148068.0,0.0,0.0,100.0,1,34,1,1,55,101,92,1,1,89,1,0,1,1,0,1397,0
23918,3077473,-5.0,62484.0,0.0,0.0,100.0,1,34,0,0,55,461,316,0,0,45,1,0,1,0,0,1431,0
93162,3546527,-10.0,3364.0,6.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,1,0,1431,0
42491,3147251,-25.0,234072.0,0.0,-7.0,100.0,1,34,0,0,94,417,259,0,0,45,0,0,1,1,0,1431,0
63477,3321295,-10.0,34692.0,0.0,0.0,100.0,1,18,1,1,41,399,24,1,1,96,1,0,0,1,1,1541,0
78890,3444977,-5.0,429274.0,-11.0,-46.0,100.0,1,44,1,1,94,279,305,1,1,52,0,0,1,0,1,1390,0
10037,3036300,-5.0,71892.0,0.0,0.0,100.0,1,34,1,1,55,84,309,1,1,42,1,0,1,1,0,1431,0
95105,3558249,-5.0,319431.0,-3.0,-24.0,100.0,1,13,1,1,94,411,251,1,1,55,0,0,1,0,1,729,0
12816,3045563,0.0,117588.0,4.0,-100.0,100.0,1,7,1,1,94,145,259,1,1,90,0,1,1,1,0,1397,0
96938,3572346,-5.0,165551.0,0.0,-45.0,100.0,1,13,1,1,94,279,305,1,1,55,0,0,1,0,1,271,0
20253,3068225,-5.0,121695.0,26.0,-25.0,100.0,1,34,1,1,55,210,254,1,1,45,1,0,1,0,0,1431,0
28881,3089828,-5.0,302151.0,0.0,0.0,100.0,1,34,0,0,55,255,247,0,0,45,1,0,1,0,0,1431,0
90332,3528701,-5.0,526746.0,0.0,0.0,100.0,1,44,0,0,94,48,289,0,0,55,0,0,1,0,1,1273,0
44242,3163641,-5.0,117499.0,0.0,-5.0,100.0,1,34,1,1,55,273,307,1,1,89,1,0,1,1,0,1397,0
23245,3075864,-5.0,272579.0,0.0,0.0,100.0,1,34,1,1,94,68,259,1,1,45,0,0,1,1,0,1431,0
10558,3037880,-5.0,145104.0,2.0,-11.0,100.0,1,32,1,1,55,220,247,1,1,92,1,0,0,1,1,1541,0
85328,3499348,-40.0,56915.0,6.0,-7.0,100.0,0,5,0,0,55,386,73,0,0,96,1,0,1,1,1,1541,0
89290,3525235,-5.0,58103.0,0.0,0.0,100.0,1,44,1,1,55,375,94,1,1,54,1,0,1,0,0,661,0
47447,3192755,-80.0,108611.0,22.0,-15.0,100.0,0,34,0,0,55,354,247,0,0,82,1,0,1,1,0,1431,0
89719,3526266,-10.0,2779.0,6.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,1,0,1431,0
31578,3096054,-5.0,83657.0,0.0,0.0,100.0,1,32,1,1,55,263,73,1,1,93,1,0,0,1,1,1541,0
71781,3386556,-10.0,45469.0,11.0,-100.0,100.0,1,44,0,0,55,452,188,0,0,52,1,0,1,0,1,791,0
17440,3060650,-5.0,262734.0,0.0,0.0,100.0,0,34,0,0,55,84,33,0,0,78,1,0,1,0,0,1431,0
51573,3226000,-45.0,144242.0,6.0,-9.0,100.0,1,32,1,1,94,411,259,1,1,49,0,0,1,0,1,73,0
9241,3033352,-5.0,243778.0,1.0,0.0,100.0,1,34,0,0,55,69,265,0,0,42,1,0,1,1,0,1431,0
57324,3266548,-5.0,197132.0,-4.0,-32.0,100.0,1,18,0,0,94,145,259,0,0,49,0,0,1,0,1,1053,0
56766,3262934,-5.0,3140.0,0.0,0.0,100.0,0,34,0,0,55,0,247,0,0,69,1,0,1,1,0,1431,0
20391,3068568,-5.0,102157.0,0.0,0.0,100.0,1,34,1,1,55,188,73,1,1,69,1,0,1,1,0,1431,0
70438,3377789,-5.0,208721.0,3.0,-1.0,100.0,1,34,0,0,55,273,307,0,0,89,1,0,1,1,0,1397,0
50144,3214074,-5.0,446791.0,0.0,-4.0,100.0,1,32,1,1,94,167,192,1,1,60,0,0,1,0,1,691,0
47710,3194816,-5.0,131266.0,0.0,-6.0,100.0,1,34,0,0,94,288,20,0,0,45,0,0,1,0,0,1431,0
38233,3115994,-5.0,130712.0,1.0,0.0,100.0,1,32,0,0,55,220,112,0,0,96,1,0,1,0,1,1541,0
35794,3105171,-5.0,63328.0,0.0,0.0,97.12000274658205,1,34,1,1,55,392,30,0,0,45,1,0,1,0,0,1431,0
39776,3125178,0.0,526626.0,0.0,-6.0,100.0,1,7,1,1,94,48,26,1,1,46,0,0,1,1,1,1239,0
39628,3124189,-10.0,57576.0,4.0,-28.0,100.0,0,32,1,1,55,20,68,1,1,93,1,0,0,0,1,1541,0
45736,3178013,-100.0,740777.0,-6.0,-12.0,100.0,1,34,1,1,94,288,259,1,1,89,0,1,1,0,0,1397,0
42259,3145240,-5.0,38893.0,0.0,0.0,100.0,0,34,0,0,55,210,73,0,0,45,1,0,1,1,0,1431,0
43112,3152957,0.0,56913.0,0.0,-10.0,100.0,1,7,0,0,94,167,192,0,0,39,0,0,1,1,1,416,0
10464,3037567,-5.0,97385.0,0.0,0.0,100.0,1,34,1,1,55,0,280,1,1,78,1,0,1,0,0,1431,0
53249,3240568,-10.0,429515.0,6.0,-24.0,100.0,1,32,1,1,94,68,259,1,1,49,0,0,1,0,1,1228,0
78829,3444407,-5.0,293494.0,0.0,-1.0,100.0,1,44,0,0,94,145,289,0,0,52,0,0,1,0,1,1097,0
45714,3177705,-5.0,63816.0,0.0,0.0,100.0,1,34,0,0,55,375,280,0,0,45,1,0,1,1,0,1431,0
60001,3286927,-5.0,208360.0,0.0,0.0,100.0,1,18,0,0,94,145,197,0,0,118,0,0,1,0,1,936,0
53498,3242059,-5.0,14206.0,14.0,-29.0,93.75,1,34,1,1,55,273,73,0,0,90,1,0,1,1,0,1397,0
6381,3022602,-5.0,55650.0,0.0,0.0,100.0,1,32,1,1,55,101,109,1,1,111,1,0,0,1,0,661,0
54802,3250729,-5.0,455984.0,-3.0,-33.0,100.0,1,32,1,1,94,279,259,1,1,41,0,0,1,0,1,1231,0
35028,3102855,-5.0,69866.0,28.0,-32.0,100.0,1,32,1,1,55,20,280,1,1,93,1,0,0,1,1,1541,0
27998,3087709,-5.0,160568.0,0.0,0.0,100.0,1,32,1,1,55,344,33,1,1,93,1,0,0,0,1,1541,0
16846,3059032,-5.0,49614.0,0.0,0.0,100.0,1,32,1,1,55,101,75,1,1,111,1,0,0,0,0,661,0
4888,3015906,-5.0,312297.0,0.0,0.0,100.0,1,32,0,0,56,273,147,0,0,42,1,0,1,0,0,661,0
71521,3384709,-5.0,271525.0,0.0,0.0,100.0,1,34,0,0,94,145,141,0,0,80,0,0,1,0,0,1431,0
49633,3209546,-5.0,64946.0,16.0,-5.0,100.0,1,34,1,1,55,273,73,1,1,45,1,0,1,1,0,1431,0
56588,3261771,-5.0,292192.0,1.0,0.0,100.0,0,18,0,0,55,188,110,0,0,96,1,0,0,0,1,1541,0
32101,3097173,-5.0,83345.0,5.0,-34.0,100.0,1,32,1,1,55,20,280,1,1,92,1,0,0,1,1,1541,0
1802,3000068,-5.0,70598.0,0.0,0.0,100.0,1,34,0,0,55,392,100,0,0,42,1,0,1,1,0,1431,0
23926,3077498,-5.0,34556.0,0.0,0.0,100.0,0,34,0,0,55,461,75,0,0,68,1,0,1,1,0,1431,0
67362,3355598,-10.0,226145.0,0.0,0.0,100.0,1,18,0,0,94,145,134,0,0,49,0,0,1,0,1,1070,0
53455,3241784,-5.0,51131.0,0.0,-12.0,100.0,0,34,0,0,55,273,271,0,0,48,1,0,1,1,0,1431,0
41301,3138111,-5.0,422903.0,0.0,0.0,100.0,1,34,1,1,94,68,259,1,1,45,0,0,1,1,0,1431,0
57880,3270372,-5.0,291984.0,0.0,-10.0,100.0,1,18,1,1,94,145,233,1,1,49,0,0,1,0,1,1244,0
39786,3125273,-5.0,128907.0,3.0,-9.0,100.0,1,32,1,1,55,220,272,1,1,39,1,0,1,0,1,1166,0
26018,3082560,-5.0,49469.0,2.0,0.0,96.83999633789062,1,34,1,1,55,309,94,0,0,89,1,0,1,1,0,1397,0
44748,3168191,-5.0,754294.0,2.0,0.0,100.0,1,34,0,0,94,288,259,0,0,45,0,0,1,0,0,1431,0
87118,3513575,-5.0,438204.0,0.0,0.0,100.0,1,34,1,1,94,145,141,1,1,54,0,0,1,0,0,1431,0
81958,3469934,-10.0,51139.0,10.0,-6.0,100.0,1,34,1,1,64,273,153,1,1,60,1,0,1,0,0,1431,0
47285,3191392,-5.0,85420.0,0.0,0.0,100.0,0,32,1,1,55,101,168,1,1,93,1,0,0,0,1,1541,0
39172,3121462,-5.0,58403.0,0.0,0.0,100.0,1,34,0,0,94,145,141,0,0,45,0,0,1,1,0,1431,0
2737,3005920,-5.0,30110.0,0.0,-1.0,100.0,1,34,0,1,55,273,271,0,1,42,1,0,1,1,0,1431,0
21265,3070759,-5.0,617905.0,0.0,0.0,100.0,1,32,0,0,55,0,280,0,0,45,1,0,1,0,0,661,0
72562,3392805,-5.0,119134.0,0.0,0.0,100.0,1,34,0,0,94,136,259,0,0,51,0,0,1,0,0,1431,0
83780,3485163,-5.0,485900.0,0.0,0.0,100.0,1,34,0,0,55,344,44,0,0,69,1,0,1,1,0,1431,0
22259,3073217,-5.0,163540.0,0.0,0.0,100.0,1,32,1,1,55,471,309,1,1,111,1,0,0,1,0,661,0
6602,3023517,-5.0,112073.0,0.0,0.0,94.91999816894531,1,34,1,1,94,136,259,0,0,89,0,0,1,1,0,1397,0
19784,3066929,-5.0,348021.0,0.0,0.0,100.0,0,34,0,0,55,273,73,0,0,45,1,0,1,0,0,1431,0
74046,3403084,-5.0,383621.0,-1.0,-100.0,100.0,0,34,0,0,55,481,68,0,0,89,1,0,1,1,0,1397,0
67719,3357810,-5.0,201307.0,0.0,0.0,100.0,0,34,0,0,55,101,271,0,0,89,1,0,1,1,0,1397,0
54289,3247069,-50.0,370201.0,-19.0,-100.0,100.0,1,32,1,1,94,145,259,1,1,49,0,0,1,0,1,154,0
95357,3559987,-10.0,323199.0,4.0,-24.0,100.0,1,13,1,1,94,145,289,1,1,55,0,0,1,0,1,153,0
2882,3006709,-20.0,100184.0,0.0,-34.0,100.0,0,3,0,0,55,193,94,0,0,93,1,0,1,1,1,1541,0
58252,3272969,-20.0,997471.0,8.0,0.0,100.0,1,18,0,0,94,145,126,0,0,118,0,0,1,0,1,863,0
36144,3106634,-5.0,78231.0,0.0,0.0,100.0,1,32,1,1,55,273,316,1,1,93,1,0,0,1,1,1541,0
71837,3387083,-5.0,181511.0,18.0,-14.0,94.0500030517578,1,34,1,1,55,273,265,0,0,51,1,0,1,0,0,1431,0
53378,3241263,-5.0,351258.0,0.0,0.0,100.0,1,32,1,1,94,145,141,1,1,43,0,0,1,0,1,1079,0
73915,3402128,-5.0,212356.0,0.0,0.0,100.0,1,44,1,1,94,145,141,1,1,52,0,0,1,0,1,382,0
91319,3535371,-5.0,1712.0,21.0,-38.0,100.0,0,34,0,0,55,273,271,0,0,54,1,0,1,1,0,1431,0
50775,3219138,-5.0,68587.0,0.0,0.0,100.0,0,34,0,0,55,375,68,0,0,45,1,0,1,0,0,1431,0
85662,3501956,-5.0,82322.0,0.0,0.0,100.0,1,44,1,1,55,188,73,1,1,111,1,0,0,0,0,661,0
41429,3138938,-5.0,248300.0,0.0,0.0,97.05999755859376,1,32,1,1,55,188,146,0,0,111,1,0,0,1,0,661,0
87994,3519018,-10.0,49396.0,0.0,-34.0,100.0,0,1,0,0,55,193,94,0,0,55,1,0,1,1,1,979,0
87633,3516632,-10.0,1705.0,0.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,1,0,1431,0
19718,3066774,-5.0,44730.0,0.0,0.0,100.0,1,32,1,1,55,0,271,1,1,93,1,0,0,1,1,1541,0
66392,3348197,-5.0,93413.0,0.0,-5.0,100.0,1,34,0,0,94,54,259,0,0,79,0,0,1,0,0,1431,0
