,TransactionID,id_01,id_02,id_05,id_06,id_11,id_12,id_13,id_15,id_16,id_17,id_19,id_20,id_28,id_29,id_31,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo,isFraud_x,isFraud_y,isFraud
41262,3137843,-5.0,57668.0,0.0,0.0,100.0,1,34,0,0,55,84,112,0,0,78,1,0,1,1,0,1431,0,0,0
81314,3464067,-5.0,180040.0,0.0,0.0,100.0,1,34,1,1,94,145,289,1,1,60,0,0,1,0,0,1431,0,0,0
43259,3154196,-5.0,185188.0,0.0,0.0,100.0,1,34,1,1,55,375,280,1,1,89,1,0,1,1,0,1397,0,0,0
53594,3242641,-35.0,28043.0,10.0,-86.0,100.0,0,34,0,0,55,7,254,0,0,89,1,0,1,1,0,1397,0,0,0
55143,3253373,-20.0,144910.0,6.0,0.0,100.0,1,34,0,0,94,48,141,0,0,89,0,1,1,0,0,1556,0,0,0
1397,2997531,-5.0,124726.0,26.0,-26.0,100.0,1,32,1,1,55,197,309,1,1,93,1,0,0,1,1,1541,0,0,0
54741,3250333,-5.0,245980.0,0.0,0.0,100.0,1,32,1,1,94,145,305,1,1,49,0,0,1,0,1,137,0,0,0
58319,3273316,-5.0,3066.0,2.0,-6.0,100.0,1,34,1,1,55,220,271,1,1,45,1,0,1,1,0,1431,0,0,0
52831,3237147,-5.0,95254.0,4.0,-4.0,100.0,1,34,0,0,94,167,192,0,0,69,0,1,1,0,0,1431,0,0,0
27303,3085915,-25.0,33146.0,6.0,-33.0,100.0,0,32,0,0,55,193,94,0,0,93,1,0,1,0,1,1541,0,0,0
40368,3129526,-30.0,95165.0,0.0,0.0,100.0,1,34,0,0,35,472,259,0,0,45,0,0,1,1,0,1431,0,0,0
28044,3087790,-5.0,112772.0,0.0,-58.0,100.0,1,32,0,0,55,188,73,0,0,45,1,0,1,0,0,661,0,0,0
33136,3099344,-10.0,309158.0,6.0,-10.0,100.0,1,34,0,0,55,193,122,0,0,68,1,0,1,1,0,1431,0,0,0
88506,3521812,-10.0,1545.0,1.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,1,0,1431,0,0,0
8630,3031334,-10.0,104388.0,8.0,-34.0,100.0,1,34,0,0,94,279,259,0,0,42,0,0,1,1,0,1431,0,0,0
17038,3059482,-5.0,24412.0,11.0,0.0,100.0,1,34,0,0,55,273,122,0,0,45,1,0,1,1,0,1431,0,0,0
27097,3085328,-5.0,89604.0,0.0,0.0,100.0,1,34,0,0,55,344,44,0,0,45,1,0,1,1,0,1431,0,0,0
6684,3023813,-5.0,85675.0,0.0,0.0,100.0,1,32,1,1,55,188,68,1,1,93,1,0,0,0,1,1541,0,0,0
49271,3206488,-25.0,301313.0,15.0,-24.0,100.0,1,32,1,1,55,193,280,1,1,93,1,0,0,1,1,1541,0,0,0
90240,3528262,-5.0,447457.0,0.0,0.0,100.0,1,44,1,1,94,48,141,1,1,19,0,0,1,0,1,640,0,0,0
16778,3058867,-5.0,47654.0,28.0,-44.0,100.0,1,32,1,1,55,20,309,1,1,92,1,0,0,1,1,1541,0,0,0
46456,3184180,-40.0,169087.0,23.0,-8.0,100.0,1,5,0,0,55,197,146,0,0,43,1,0,1,1,1,1185,0,0,0
94308,3552266,-5.0,82079.0,0.0,0.0,100.0,1,34,1,1,55,101,73,1,1,54,1,0,1,0,0,1431,0,0,0
58924,3278408,-5.0,827124.0,0.0,0.0,100.0,1,34,1,1,94,150,259,1,1,48,0,0,1,0,0,1431,0,0,0
83942,3486366,-10.0,334935.0,-20.0,-20.0,100.0,1,44,0,0,94,145,289,0,0,119,0,0,1,0,1,858,0,0,0
31236,3095359,-5.0,144339.0,0.0,-5.0,100.0,1,34,0,0,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
52863,3237332,-5.0,60133.0,0.0,0.0,100.0,0,32,0,0,55,461,75,0,0,96,1,0,0,0,1,1541,0,0,0
26751,3084364,-5.0,78002.0,25.0,-37.0,100.0,1,32,1,1,55,20,307,1,1,93,1,0,0,0,1,1541,0,0,0
69173,3368310,-5.0,106611.0,12.0,-44.0,100.0,0,34,0,0,55,81,244,0,0,89,1,0,1,1,0,1397,0,0,0
32657,3098475,-5.0,72296.0,0.0,0.0,100.0,1,32,1,1,55,386,309,1,1,111,1,0,0,1,0,661,0,0,0
76689,3427329,-5.0,288733.0,0.0,0.0,100.0,0,44,0,0,55,255,247,0,0,96,1,0,0,0,1,1541,0,0,0
32667,3098496,-5.0,69572.0,0.0,0.0,100.0,0,32,0,0,55,386,112,0,0,111,1,0,0,0,0,661,0,0,0
42994,3151972,-5.0,56028.0,0.0,-7.0,100.0,1,34,0,0,55,273,316,0,0,45,1,0,1,0,0,1431,0,0,0
29191,3090636,-5.0,106432.0,0.0,0.0,100.0,1,34,0,0,55,210,188,0,0,89,1,0,1,1,0,1397,0,0,0
32383,3097851,-5.0,93255.0,0.0,-1.0,100.0,1,34,0,0,55,255,280,0,0,45,1,0,1,0,0,1431,0,0,0
10210,3036777,-5.0,101617.0,1.0,0.0,100.0,1,34,0,0,55,344,140,0,0,42,1,0,1,0,0,1431,0,0,0
59031,3279425,-5.0,435.0,0.0,0.0,100.0,0,34,0,0,55,375,0,0,0,48,1,0,1,1,0,1431,0,0,0
86077,3505422,-5.0,188094.0,0.0,0.0,100.0,0,44,1,1,55,347,235,1,1,96,1,0,0,0,1,1541,0,0,0
12858,3045723,-5.0,158311.0,0.0,0.0,100.0,1,34,0,1,55,210,105,0,1,68,1,0,1,1,0,1431,0,0,0
52917,3237754,-5.0,73357.0,0.0,0.0,100.0,1,34,0,0,55,386,73,0,0,89,1,0,1,1,0,1397,0,0,0
45724,3177834,-25.0,189403.0,0.0,0.0,100.0,1,34,1,1,94,145,259,1,1,45,0,0,1,0,0,1431,0,0,0
23077,3075459,-5.0,138358.0,0.0,0.0,100.0,1,34,1,1,55,102,68,1,1,45,1,0,1,0,0,1431,0,0,0
60153,3288377,-5.0,440547.0,0.0,-9.0,100.0,1,34,1,1,94,338,259,1,1,48,0,0,1,0,0,1431,0,0,0
72147,3389617,-10.0,105933.0,0.0,-12.0,100.0,1,44,1,1,40,252,228,1,1,96,1,0,0,0,1,1541,0,0,0
2962,3007176,-5.0,65653.0,0.0,-12.0,100.0,1,34,1,1,55,35,271,1,1,38,1,0,1,1,0,1431,0,0,0
50567,3217305,-5.0,108360.0,0.0,0.0,100.0,1,32,1,1,94,145,20,1,1,46,0,0,1,0,1,1079,0,0,0
59416,3282498,-5.0,112982.0,0.0,0.0,100.0,1,34,1,1,0,356,133,1,1,45,0,0,1,0,0,1431,0,0,0
40328,3129276,-15.0,242233.0,0.0,0.0,100.0,1,20,0,0,94,48,305,0,0,46,0,0,1,1,1,518,0,0,0
21486,3071243,-5.0,103757.0,0.0,-8.0,100.0,1,34,1,1,55,84,146,1,1,45,1,0,1,0,0,1431,0,0,0
34582,3101881,-5.0,178407.0,1.0,-10.0,100.0,0,32,0,0,55,220,73,0,0,43,1,0,1,0,1,1135,0,0,0
85170,3497499,-5.0,226209.0,0.0,-8.0,100.0,1,44,1,1,94,411,259,1,1,52,0,0,1,0,1,353,0,0,0
8573,3031153,-5.0,251467.0,0.0,0.0,100.0,1,34,1,1,94,288,259,1,1,45,0,0,1,1,0,1431,0,0,0
88645,3522482,-10.0,334010.0,0.0,0.0,100.0,1,34,1,1,94,145,259,1,1,54,0,0,1,0,0,1431,0,0,0
39736,3124906,-5.0,156842.0,0.0,0.0,100.0,1,34,0,0,55,312,73,0,0,45,1,0,1,0,0,1431,0,0,0
13227,3047017,-5.0,219615.0,4.0,0.0,100.0,1,34,0,0,55,273,280,0,0,45,1,0,1,0,0,1431,0,0,0
16001,3056445,-5.0,56419.0,0.0,0.0,100.0,1,34,0,0,55,312,68,0,0,45,1,0,1,1,0,1431,0,0,0
23679,3076918,-5.0,29531.0,17.0,-10.0,100.0,1,34,1,1,55,78,280,1,1,45,1,0,1,1,0,1431,0,0,0
33740,3100354,-5.0,88853.0,0.0,0.0,100.0,1,32,1,1,55,0,280,1,1,93,1,0,0,0,1,1541,0,0,0
24000,3077660,-10.0,92749.0,0.0,0.0,100.0,1,43,0,0,55,375,37,0,0,89,1,0,0,1,0,1397,0,0,0
65313,3338127,-95.0,119643.0,-6.0,-30.0,100.0,1,18,1,1,94,411,259,1,1,49,0,0,1,0,1,536,0,0,0
63908,3326115,-5.0,101793.0,0.0,0.0,100.0,1,34,1,1,55,273,45,1,1,48,1,0,1,0,0,1431,0,0,0
87052,3513178,-5.0,178007.0,0.0,0.0,100.0,1,34,1,1,55,375,297,1,1,68,1,0,1,1,0,1431,0,0,0
57066,3264855,-5.0,441000.0,15.0,-100.0,100.0,1,18,1,1,94,279,259,1,1,49,0,0,1,0,1,556,0,0,0
19043,3065052,-5.0,134683.0,3.0,0.0,100.0,1,34,1,1,55,273,235,1,1,45,1,0,1,0,0,1431,0,0,0
73558,3399314,-5.0,164423.0,6.0,-1.0,97.12000274658205,1,34,1,1,55,84,44,0,0,51,1,0,1,0,0,1431,0,0,0
3075,3007720,-5.0,489684.0,0.0,0.0,100.0,1,32,1,1,55,461,105,1,1,111,1,0,0,1,0,661,0,0,0
90837,3532018,-5.0,108458.0,0.0,0.0,95.6500015258789,1,44,1,1,55,375,37,0,0,109,1,0,0,0,0,661,0,0,0
22971,3075186,-15.0,199349.0,0.0,0.0,100.0,1,20,1,1,94,48,289,1,1,46,0,0,1,1,1,716,0,0,0
14569,3051661,-5.0,130696.0,0.0,0.0,100.0,1,34,1,1,55,375,45,1,1,68,1,0,1,1,0,1431,0,0,0
6198,3021717,-5.0,26384.0,0.0,0.0,100.0,0,34,0,0,55,255,280,0,0,78,1,0,1,1,0,1431,0,0,0
46403,3183780,-5.0,91302.0,0.0,0.0,100.0,1,32,0,0,94,48,289,0,0,46,0,0,1,0,1,981,0,0,0
53599,3242718,-5.0,45453.0,13.0,0.0,100.0,1,34,1,1,55,462,75,1,1,45,1,0,1,0,0,1431,0,0,0
58857,3277944,-45.0,173239.0,2.0,-1.0,100.0,0,34,0,0,55,84,33,0,0,48,1,0,1,0,0,1431,0,0,0
92371,3542440,-5.0,214099.0,0.0,-9.0,100.0,1,34,0,0,94,150,305,0,0,54,0,0,1,0,0,1431,0,0,0
18148,3062761,-5.0,127039.0,0.0,0.0,100.0,1,34,1,1,55,84,44,1,1,42,1,0,1,1,0,1431,0,0,0
61400,3298871,-5.0,171364.0,0.0,0.0,100.0,1,34,0,0,94,145,259,0,0,48,0,0,1,0,0,1431,0,0,0
6462,3022995,-5.0,256469.0,0.0,-11.0,95.08000183105469,1,34,1,1,94,68,259,0,0,78,0,0,1,1,0,1431,0,0,0
8041,3029035,-5.0,565691.0,0.0,0.0,100.0,0,32,0,0,55,386,73,0,0,92,1,0,0,0,1,1541,0,0,0
41940,3142644,-15.0,243888.0,0.0,0.0,100.0,1,26,0,0,94,447,259,0,0,46,0,0,1,1,1,1074,0,0,0
52629,3235308,-5.0,60995.0,0.0,-20.0,100.0,1,34,0,0,55,273,265,0,0,89,1,0,1,1,0,1397,0,0,0
51774,3227728,-5.0,95299.0,0.0,-26.0,100.0,1,32,0,0,94,249,287,0,0,24,0,0,1,0,1,258,0,0,0
579,2991861,-5.0,30141.0,0.0,0.0,100.0,0,34,0,0,55,101,271,0,0,42,1,0,1,1,0,1431,0,0,0
22576,3074195,-5.0,117173.0,3.0,-12.0,100.0,1,32,1,1,55,220,271,1,1,93,1,0,0,0,1,1541,0,0,0
11764,3042182,-5.0,299446.0,2.0,-17.0,100.0,0,34,0,0,55,257,70,0,0,42,1,0,1,0,0,1431,0,0,0
23986,3077631,-5.0,22504.0,0.0,0.0,100.0,1,32,0,0,55,375,68,0,0,111,1,1,0,1,0,661,0,0,0
58633,3275981,-5.0,673861.0,0.0,0.0,100.0,1,18,1,1,94,145,141,1,1,46,0,0,1,0,1,1170,0,0,0
28350,3088574,-5.0,101713.0,0.0,-5.0,100.0,1,34,0,0,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
76132,3422390,-5.0,146397.0,0.0,0.0,100.0,1,34,0,0,94,288,289,0,0,48,0,0,1,0,0,1431,0,0,0
49364,3207470,-5.0,185185.0,0.0,0.0,100.0,1,32,1,1,55,386,271,1,1,92,1,0,0,1,1,1541,0,0,0
52167,3231097,-5.0,309287.0,0.0,0.0,100.0,1,34,1,1,94,145,289,1,1,72,0,1,1,0,0,1575,0,0,0
23083,3075469,-5.0,58770.0,0.0,0.0,100.0,1,34,0,0,55,312,68,0,0,45,1,0,1,0,0,1431,0,0,0
30717,3094231,-45.0,213083.0,9.0,-33.0,100.0,1,34,1,1,55,193,307,1,1,45,1,0,1,0,0,1431,0,0,0
50255,3214676,-5.0,16919.0,0.0,0.0,100.0,1,34,1,1,55,392,73,1,1,45,1,0,1,1,0,1431,0,0,0
23190,3075733,-5.0,117948.0,0.0,-9.0,100.0,1,34,0,0,55,273,309,0,0,78,1,0,1,0,0,1431,0,0,0
25508,3081398,-5.0,84853.0,0.0,0.0,100.0,1,34,1,1,55,375,280,1,1,78,1,0,1,0,0,1431,0,0,0
58104,3271808,-5.0,181973.0,5.0,-4.0,100.0,1,18,0,0,94,68,259,0,0,60,0,0,1,0,0,681,0,0,0
17322,3060287,-5.0,175945.0,0.0,0.0,100.0,1,32,1,1,55,255,280,1,1,93,1,0,0,0,1,1541,0,0,0
11765,3042183,-5.0,452717.0,0.0,-31.0,100.0,0,34,0,0,55,273,92,0,0,45,1,0,1,0,0,1431,0,0,0
55279,3254308,-5.0,122386.0,0.0,0.0,100.0,1,34,1,1,94,145,126,1,1,48,0,0,1,0,0,1431,0,0,0
94260,3551989,-20.0,473134.0,0.0,-5.0,100.0,1,13,0,0,94,279,289,0,0,55,0,0,1,0,1,1210,0,0,0
63067,3317171,-5.0,126866.0,0.0,0.0,91.43000030517578,1,34,1,1,55,255,5,0,0,48,1,0,1,0,0,1431,0,0,0
11173,3040312,-40.0,221258.0,0.0,-12.0,100.0,0,1,0,0,55,193,146,0,0,93,1,0,1,1,1,1541,0,0,0
74453,3406223,-5.0,62160.0,2.0,-7.0,100.0,0,34,1,1,55,273,100,1,1,51,1,0,1,1,0,1431,0,0,0
72809,3394681,-5.0,206947.0,1.0,-6.0,96.66999816894531,1,34,1,1,94,136,259,0,0,51,0,0,1,0,0,1431,0,0,0
97428,3576169,-5.0,35988.0,0.0,0.0,100.0,1,34,0,0,55,101,271,0,0,54,1,0,1,0,0,1431,0,0,0
66659,3350140,-5.0,228180.0,0.0,0.0,100.0,0,34,0,0,55,77,73,0,0,48,1,0,1,1,0,1431,0,0,0
13924,3049613,-5.0,109638.0,0.0,0.0,100.0,1,32,1,1,55,375,94,1,1,111,1,0,0,1,0,661,0,0,0
2437,3004261,-5.0,48670.0,6.0,0.0,100.0,1,32,0,0,55,210,73,0,0,111,1,1,0,1,0,661,0,0,0
28184,3088160,-5.0,229714.0,0.0,0.0,100.0,1,34,1,1,55,344,235,1,1,68,1,0,1,1,0,1431,0,0,0
26533,3083791,-5.0,122345.0,1.0,-5.0,100.0,0,34,0,0,55,102,68,0,0,89,0,0,1,1,0,1556,0,0,0
97417,3576043,-5.0,136520.0,0.0,0.0,100.0,1,13,0,0,94,145,305,0,0,55,0,0,1,0,1,1258,0,0,0
10139,3036605,-5.0,55301.0,3.0,-6.0,100.0,1,34,0,0,55,220,73,0,0,45,1,0,1,1,0,1431,0,0,0
89872,3526731,-5.0,96162.0,0.0,-1.0,95.7699966430664,1,44,1,1,55,156,309,0,0,108,1,0,0,0,0,661,0,0,0
93492,3547845,-10.0,6676.0,0.0,0.0,100.0,0,34,0,0,55,471,271,0,0,69,1,0,1,0,0,1431,0,0,0
20379,3068547,-5.0,313895.0,0.0,-5.0,100.0,0,34,0,0,55,4,70,0,0,42,1,0,1,0,0,1431,0,0,0
43488,3156509,-5.0,21025.0,0.0,0.0,100.0,1,34,0,0,55,218,109,0,0,45,1,0,1,1,0,1431,0,0,0
31027,3094869,-5.0,85558.0,0.0,0.0,100.0,1,32,1,1,55,0,280,1,1,93,1,0,0,1,1,1541,0,0,0
43088,3152720,-5.0,68789.0,0.0,0.0,100.0,1,34,0,0,55,375,68,0,0,78,1,0,1,0,0,1431,0,0,0
48190,3198537,-20.0,138355.0,3.0,-28.0,100.0,1,32,0,0,94,145,289,0,0,46,0,0,1,0,1,89,0,0,0
9776,3035408,-5.0,129166.0,0.0,0.0,100.0,1,32,1,1,2,40,36,1,1,92,1,0,0,1,1,1541,0,0,0
26935,3084897,-5.0,208543.0,0.0,-7.0,100.0,1,32,1,1,55,101,244,1,1,92,1,0,0,0,1,1541,0,0,0
46978,3188237,-5.0,138614.0,0.0,0.0,100.0,1,34,1,1,55,461,316,1,1,45,1,0,1,0,0,1431,0,0,0
68447,3362640,-5.0,179841.0,0.0,0.0,100.0,1,18,1,1,55,386,309,1,1,111,1,0,1,0,0,661,0,0,0
21683,3071684,-5.0,277527.0,15.0,-6.0,100.0,0,34,0,0,55,449,272,0,0,89,1,0,1,1,0,1397,0,0,0
23080,3075463,-5.0,380426.0,-3.0,-7.0,100.0,0,34,0,0,55,220,73,0,0,42,1,0,1,0,0,1431,0,0,0
7078,3025311,-5.0,103423.0,0.0,0.0,100.0,1,32,0,0,55,386,109,0,0,93,1,0,1,0,1,1541,0,0,0
20000,3067541,-5.0,114021.0,0.0,0.0,100.0,1,34,1,1,55,471,109,1,1,45,1,0,1,0,0,1431,0,0,0
80050,3453968,-5.0,125763.0,9.0,-28.0,100.0,1,44,0,0,94,145,289,0,0,52,0,0,1,0,1,981,0,0,0
30369,3093554,-5.0,96396.0,0.0,0.0,100.0,1,34,1,1,94,288,259,1,1,45,0,0,1,1,0,1431,0,0,0
84915,3495014,-5.0,50116.0,0.0,0.0,100.0,1,34,0,0,55,392,37,0,0,80,1,0,1,0,0,1431,0,0,0
5099,3016860,-5.0,26559.0,1.0,-1.0,100.0,1,34,0,0,55,273,193,0,0,42,1,0,1,1,0,1431,0,0,0
43512,3156884,-5.0,135047.0,1.0,0.0,100.0,1,34,0,1,55,263,235,0,1,45,1,0,1,0,0,1431,0,0,0
48358,3199686,-5.0,346921.0,0.0,0.0,100.0,1,34,0,0,94,167,192,0,0,45,0,0,1,0,0,1431,0,0,0
33411,3099807,-5.0,147268.0,0.0,0.0,100.0,1,32,0,0,55,100,168,0,0,111,1,0,1,0,0,661,0,0,0
42846,3150502,-10.0,490655.0,1.0,-32.0,100.0,1,32,1,1,55,193,73,1,1,93,1,0,0,0,1,1541,0,0,0
18650,3064104,-5.0,24646.0,0.0,0.0,100.0,1,34,0,0,55,84,247,0,0,45,1,0,1,1,0,1431,0,0,0
19688,3066697,-5.0,97842.0,10.0,-12.0,100.0,1,34,1,1,55,273,30,1,1,89,1,0,1,1,0,1397,0,0,0
54249,3246822,-5.0,294580.0,0.0,0.0,100.0,1,34,1,1,94,145,141,1,1,45,0,0,1,0,0,1431,0,0,0
72514,3392515,-5.0,120094.0,1.0,0.0,100.0,1,44,1,1,55,220,146,1,1,96,1,0,0,0,1,1541,0,0,0
80937,3460648,-20.0,324657.0,0.0,0.0,100.0,1,44,0,0,94,167,141,0,0,52,0,0,1,0,1,422,0,0,0
9265,3033401,-5.0,75772.0,0.0,0.0,100.0,1,34,0,0,55,0,254,0,0,68,1,0,1,1,0,1431,0,0,0
9833,3035593,-5.0,53604.0,0.0,0.0,100.0,1,32,1,1,55,386,146,1,1,35,1,0,1,0,1,1159,0,0,0
49301,3206783,-5.0,79423.0,4.0,-9.0,100.0,0,32,1,1,55,220,280,1,1,93,1,0,0,1,1,1541,0,0,0
91183,3534435,-15.0,269325.0,1.0,-1.0,100.0,1,34,1,1,35,472,60,1,1,54,0,0,1,0,0,1431,0,0,0
6876,3024550,-5.0,201249.0,0.0,0.0,100.0,1,34,0,0,55,471,254,0,0,69,1,0,1,1,0,1431,0,0,0
3167,3008107,-5.0,72298.0,5.0,-14.0,100.0,0,34,0,0,55,273,73,0,0,42,1,0,1,0,0,1431,0,0,0
39009,3120417,-5.0,148841.0,0.0,-9.0,100.0,1,32,1,1,55,220,168,1,1,92,1,0,0,1,1,1541,0,0,0
38005,3114627,0.0,217217.0,0.0,0.0,100.0,1,26,0,0,94,288,259,0,0,46,0,0,1,1,1,1088,0,0,0
35315,3103582,-5.0,82701.0,0.0,0.0,100.0,1,32,1,1,55,0,168,1,1,111,1,0,0,1,0,661,0,0,0
33270,3099568,-5.0,140414.0,0.0,0.0,100.0,1,32,1,1,55,375,68,1,1,92,1,0,0,0,1,1541,0,0,0
73450,3398336,-10.0,176230.0,0.0,0.0,100.0,1,34,0,0,94,145,259,0,0,51,0,0,1,0,0,1431,0,0,0
34092,3100966,-5.0,239480.0,0.0,0.0,100.0,1,32,1,1,55,188,68,1,1,93,1,0,0,0,1,1541,0,0,0
5984,3020860,-5.0,41234.0,3.0,-6.0,100.0,1,32,1,1,55,220,280,1,1,93,1,0,0,1,1,1541,0,0,0
71804,3386799,-5.0,221350.0,1.0,0.0,100.0,1,44,1,1,55,375,73,1,1,111,1,0,0,0,0,661,0,0,0
34475,3101668,-5.0,153621.0,0.0,0.0,100.0,1,32,0,0,55,220,73,0,0,43,1,0,1,0,1,1185,0,0,0
60175,3288517,-5.0,135673.0,0.0,0.0,100.0,1,34,0,0,94,145,259,0,0,76,0,0,1,0,0,1579,0,0,0
38152,3115585,-5.0,45616.0,1.0,0.0,100.0,1,34,0,0,55,273,271,0,0,89,1,0,1,1,0,1397,0,0,0
9802,3035469,-5.0,133340.0,0.0,0.0,100.0,1,34,1,1,55,381,293,1,1,69,1,0,1,1,0,1431,0,0,0
44060,3162325,-5.0,101721.0,24.0,-1.0,100.0,1,34,0,0,55,273,68,0,0,45,1,0,1,0,0,1431,0,0,0
85140,3497151,-5.0,207301.0,0.0,0.0,100.0,1,34,1,1,94,145,291,1,1,60,0,0,1,0,0,1431,0,0,0
11829,3042414,-5.0,103637.0,0.0,0.0,100.0,1,34,0,0,94,48,141,0,0,45,0,0,1,1,0,1431,0,0,0
5693,3019688,-75.0,53724.0,12.0,-36.0,100.0,0,36,0,0,55,273,168,0,0,43,1,0,1,1,1,1317,0,0,0
32474,3098073,-5.0,79336.0,0.0,0.0,100.0,1,32,1,1,55,392,73,1,1,93,1,0,0,0,1,1541,0,0,0
30320,3093456,-5.0,143758.0,23.0,-26.0,100.0,1,32,1,1,55,197,254,1,1,93,1,0,0,0,1,1541,0,0,0
8683,3031476,-15.0,277975.0,0.0,-2.0,100.0,1,34,0,0,94,167,192,0,0,78,0,0,1,1,0,1431,0,0,0
19497,3066126,-5.0,65059.0,6.0,-12.0,100.0,1,34,1,1,55,273,280,1,1,45,1,0,1,0,0,1431,0,0,0
79044,3446152,-95.0,373679.0,-3.0,-25.0,100.0,1,44,1,1,94,411,259,1,1,37,0,0,1,0,1,1227,0,0,0
62199,3306035,-5.0,65036.0,0.0,0.0,100.0,1,34,0,0,94,167,192,0,0,89,0,1,1,0,0,1397,0,0,0
24924,3080153,-5.0,173534.0,0.0,0.0,100.0,1,32,1,1,55,208,271,1,1,93,1,0,0,1,1,1541,0,0,0
16802,3058913,-5.0,296642.0,16.0,-45.0,100.0,0,34,0,0,55,273,73,0,0,89,1,0,1,1,0,1397,0,0,0
73314,3397753,-5.0,240106.0,0.0,0.0,100.0,1,34,1,1,55,344,28,1,1,69,1,0,1,1,0,1431,0,0,0
45227,3172913,-5.0,167020.0,0.0,0.0,100.0,1,34,1,1,50,273,224,1,1,45,0,0,1,0,0,1431,0,0,0
30910,3094631,-5.0,119013.0,0.0,0.0,100.0,1,34,0,0,55,273,146,0,0,68,1,0,1,1,0,1431,0,0,0
33897,3100624,-5.0,47508.0,0.0,-1.0,100.0,0,11,0,0,55,210,316,0,0,42,1,0,1,1,0,661,0,0,0
23295,3076017,-20.0,91473.0,0.0,0.0,96.66999816894531,1,34,1,1,94,288,289,0,0,42,0,0,1,1,0,1431,0,0,0
8998,3032577,-5.0,598824.0,16.0,-40.0,100.0,1,32,1,1,55,20,280,1,1,93,1,0,0,0,1,1541,0,0,0
19903,3067255,-5.0,105807.0,7.0,0.0,100.0,1,34,0,0,94,68,259,0,0,45,0,0,1,1,0,1431,0,0,0
113,2987641,0.0,49102.0,13.0,-22.0,100.0,1,7,0,0,94,279,259,0,0,118,0,0,1,1,1,894,0,0,0
80016,3453723,-5.0,112171.0,0.0,-5.0,100.0,1,34,1,1,94,68,305,1,1,73,0,1,1,0,0,1431,0,0,0
69169,3368275,-5.0,73773.0,0.0,0.0,100.0,1,34,0,0,94,145,305,0,0,48,0,0,1,0,0,1431,0,0,0
96005,3564761,-5.0,32900.0,0.0,0.0,100.0,1,13,1,1,55,375,45,1,1,93,1,0,0,1,1,1541,0,0,0
58524,3275063,-20.0,246332.0,-9.0,-13.0,100.0,1,18,1,1,94,411,259,1,1,49,0,0,1,0,1,1089,0,0,0
62937,3315734,-5.0,353312.0,0.0,0.0,100.0,1,34,0,0,0,356,133,0,0,48,0,0,1,0,0,1431,0,0,0
2244,3003154,-5.0,29537.0,0.0,0.0,100.0,1,32,1,1,55,386,146,1,1,111,1,0,0,1,0,661,0,0,0
43572,3157732,-5.0,76368.0,0.0,0.0,100.0,1,34,0,0,55,386,271,0,0,45,1,0,1,1,0,1431,0,0,0
31345,3095578,-5.0,194793.0,0.0,0.0,100.0,0,32,0,0,55,188,68,0,0,93,1,0,0,0,1,1541,0,0,0
2644,3005410,-10.0,64691.0,0.0,0.0,100.0,1,43,1,1,55,0,247,1,1,89,1,0,0,1,0,1397,0,0,0
5927,3020591,-5.0,100069.0,0.0,0.0,100.0,1,34,0,0,55,386,247,0,0,78,1,0,1,0,0,1431,0,0,0
50867,3220063,-5.0,118819.0,0.0,0.0,100.0,1,34,0,0,94,288,259,0,0,80,0,0,1,0,0,1431,0,0,0
30562,3093939,-5.0,576507.0,0.0,0.0,100.0,0,32,0,0,55,0,271,0,0,92,1,0,0,1,1,1541,0,0,0
74666,3407971,-5.0,73247.0,0.0,0.0,100.0,0,34,0,0,55,39,37,0,0,51,1,0,1,1,0,1431,0,0,0
57199,3265609,-10.0,336070.0,3.0,-5.0,100.0,1,18,1,1,94,167,192,1,1,60,0,0,1,0,0,363,0,0,0
28624,3089232,-45.0,197136.0,0.0,-9.0,100.0,1,32,1,1,94,214,259,1,1,18,0,0,1,0,1,73,0,0,0
17753,3061537,-5.0,106556.0,0.0,0.0,100.0,1,32,1,1,55,461,254,1,1,74,1,0,1,0,0,1571,0,0,0
9148,3033073,-10.0,144555.0,0.0,0.0,100.0,1,43,1,1,55,35,307,1,1,89,1,0,0,1,0,1397,0,0,0
95136,3558470,-20.0,344390.0,1.0,0.0,100.0,1,13,0,0,94,48,141,0,0,55,0,0,1,0,1,1080,0,0,0
24087,3077868,-5.0,9860.0,0.0,0.0,100.0,1,34,0,0,55,101,309,0,0,45,1,0,1,1,0,1431,0,0,0
96106,3565577,-5.0,187030.0,1.0,-6.0,100.0,1,13,1,1,55,220,73,1,1,93,1,0,0,0,1,1541,0,0,0
11450,3041141,-5.0,86992.0,17.0,-6.0,100.0,1,34,1,1,55,273,316,1,1,89,1,0,1,1,0,1397,0,0,0
15453,3054478,-5.0,114601.0,3.0,0.0,100.0,1,32,1,1,55,375,70,1,1,92,1,0,1,0,1,1541,0,0,0
65377,3338711,-5.0,273057.0,0.0,0.0,100.0,0,34,0,0,55,237,140,0,0,69,1,0,1,1,0,1431,0,0,0
2150,3002436,-5.0,239242.0,0.0,0.0,100.0,1,34,1,1,94,68,259,1,1,42,0,0,1,1,0,1431,0,0,0
22271,3073256,-5.0,98633.0,28.0,-46.0,100.0,1,32,0,0,55,20,73,0,0,93,1,0,1,0,1,1541,0,0,0
